"symbol","date","volatility"
"A","2016-01-01",0.0197696471309977
"A","2016-02-01",0.0180283622410133
"A","2016-03-01",0.0154035072916767
"A","2016-04-01",0.0111308224873029
"A","2016-05-01",0.0107246172186114
"A","2016-06-01",0.0176296468119624
"A","2016-07-01",0.0106930032002062
"A","2016-08-01",0.0119124476431241
"A","2016-09-01",0.0144865483188138
"A","2016-10-01",0.0153577246257637
"A","2016-11-01",0.0152371231621019
"A","2016-12-01",0.0106116101502819
"A","2017-01-01",0.014497830103953
"A","2017-02-01",0.00879078271459824
"A","2017-03-01",0.0112721757168128
"A","2017-04-01",0.00873215104037859
"A","2017-05-01",0.0116234188568881
"A","2017-06-01",0.00881428124141245
"A","2017-07-01",0.00773404333791046
"A","2017-08-01",0.0131538300477492
"A","2017-09-01",0.00699401287543108
"A","2017-10-01",0.00630030686858132
"A","2017-11-01",0.0109589208224076
"A","2017-12-01",0.0101424777179411
"A","2018-01-01",0.0111538317833581
"A","2018-02-01",0.020306273653368
"A","2018-03-01",0.0142737809842677
"A","2018-04-01",0.0167563755882416
"A","2018-05-01",0.0245510863571518
"A","2018-06-01",0.0122465853211637
"A","2018-07-01",0.0113638195435428
"A","2018-08-01",0.0107749574624992
"A","2018-09-01",0.00857452159526234
"A","2018-10-01",0.0184492612078756
"A","2018-11-01",0.0235133321590029
"A","2018-12-01",0.0206083230744623
"A","2019-01-01",0.0165702677046219
"A","2019-02-01",0.00838968239104284
"A","2019-03-01",0.0134471297698239
"A","2019-04-01",0.0127033162470682
"A","2019-05-01",0.0286658832096256
"A","2019-06-01",0.00845905258640796
"A","2019-07-01",0.0115327157380064
"A","2019-08-01",0.0216858143347932
"A","2019-09-01",0.0133413658755015
"A","2019-10-01",0.0134962820382134
"A","2019-11-01",0.00906394838949801
"A","2019-12-01",0.00802827343790127
"A","2020-01-01",0.0122973596869442
"A","2020-02-01",0.0172124953069186
"A","2020-03-01",0.0559848070781108
"A","2020-04-01",0.0293279687908714
"A","2020-05-01",0.0182816856280998
"A","2020-06-01",0.0160684737890823
"A","2020-07-01",0.0117678523923799
"A","2020-08-01",0.00982937881548922
"A","2020-09-01",0.0158859475320545
"A","2020-10-01",0.0150024170314914
"A","2020-11-01",0.0162366316991293
"A","2020-12-01",0.0101582620598155
"A","2021-01-01",0.0155744108789265
"A","2021-02-01",0.0140556887718058
"A","2021-03-01",0.0168745202344893
"A","2021-04-01",0.00939187028359182
"A","2021-05-01",0.012776494988064
"A","2021-06-01",0.00857786437635158
"A","2021-07-01",0.00679138418236762
"A","2021-08-01",0.00819207377422227
"A","2021-09-01",0.0141407308263256
"A","2021-10-01",0.0118125221034303
"A","2021-11-01",0.0159025876200085
"A","2021-12-01",0.0140435470690865
"A","2022-01-01",0.0182765799419962
"A","2022-02-01",0.0214857072916155
"A","2022-03-01",0.0211416539570404
"AAL","2007-02-01",0.0157479869664363
"AAL","2007-03-01",0.0178811531169687
"AAL","2007-04-01",0.0315808393225781
"AAL","2007-05-01",0.0212659699636833
"AAL","2007-06-01",0.03276632860758
"AAL","2007-07-01",0.0311194873324423
"AAL","2007-08-01",0.0432527875316229
"AAL","2007-09-01",0.0382364904100829
"AAL","2007-10-01",0.0368973171764625
"AAL","2007-11-01",0.0440282770529792
"AAL","2007-12-01",0.0444629390055403
"AAL","2008-01-01",0.0591263589851314
"AAL","2008-02-01",0.0426302811322227
"AAL","2008-03-01",0.0555167368348442
"AAL","2008-04-01",0.0709130060469276
"AAL","2008-05-01",0.0827031652487624
"AAL","2008-06-01",0.093198702222845
"AAL","2008-07-01",0.136443140982415
"AAL","2008-08-01",0.0851499269487125
"AAL","2008-09-01",0.0803629581516413
"AAL","2008-10-01",0.131906751663018
"AAL","2008-11-01",0.130779990675015
"AAL","2008-12-01",0.0769026623793677
"AAL","2009-01-01",0.0771000596826242
"AAL","2009-02-01",0.0712208172585109
"AAL","2009-03-01",0.104279113746561
"AAL","2009-04-01",0.0772845851247513
"AAL","2009-05-01",0.0796450421415418
"AAL","2009-06-01",0.0553256971452732
"AAL","2009-07-01",0.0558959125583289
"AAL","2009-08-01",0.0523036511142608
"AAL","2009-09-01",0.0690810774578727
"AAL","2009-10-01",0.0432215732472027
"AAL","2009-11-01",0.0392961074140226
"AAL","2009-12-01",0.0480326616767839
"AAL","2010-01-01",0.0416942908523438
"AAL","2010-02-01",0.0366996688149695
"AAL","2010-03-01",0.0240650344428337
"AAL","2010-04-01",0.0483163303128557
"AAL","2010-05-01",0.0528796618184241
"AAL","2010-06-01",0.0457018030725305
"AAL","2010-07-01",0.0429237395001267
"AAL","2010-08-01",0.0286756536628122
"AAL","2010-09-01",0.0298373403003281
"AAL","2010-10-01",0.0267150954343106
"AAL","2010-11-01",0.0220803332977563
"AAL","2010-12-01",0.0228711473451083
"AAL","2011-01-01",0.0372394673396772
"AAL","2011-02-01",0.0293867894497366
"AAL","2011-03-01",0.037682833808091
"AAL","2011-04-01",0.0250490681126618
"AAL","2011-05-01",0.031858817271196
"AAL","2011-06-01",0.0239991023531663
"AAL","2011-07-01",0.0222900670465831
"AAL","2011-08-01",0.0576983274319973
"AAL","2011-09-01",0.0503581323058528
"AAL","2011-10-01",0.0558846108976844
"AAL","2011-11-01",0.0377980314225866
"AAL","2011-12-01",0.045072701398262
"AAL","2012-01-01",0.0396507382367133
"AAL","2012-02-01",0.0419824370286736
"AAL","2012-03-01",0.0357837386417736
"AAL","2012-04-01",0.0387427267652415
"AAL","2012-05-01",0.0358190974901009
"AAL","2012-06-01",0.0452606508451094
"AAL","2012-07-01",0.0288543496694056
"AAL","2012-08-01",0.0348876198943262
"AAL","2012-09-01",0.0357992018810156
"AAL","2012-10-01",0.0237823758850904
"AAL","2012-11-01",0.0226618758546809
"AAL","2012-12-01",0.0216579635928336
"AAL","2013-01-01",0.0254503080733885
"AAL","2013-02-01",0.0281866628268492
"AAL","2013-03-01",0.0154042171078616
"AAL","2013-04-01",0.0247638637625966
"AAL","2013-05-01",0.0167497029765336
"AAL","2013-06-01",0.0163239704942582
"AAL","2013-07-01",0.0127618206367081
"AAL","2013-08-01",0.0346639939163182
"AAL","2013-09-01",0.0170730927552134
"AAL","2013-10-01",0.0206457633524826
"AAL","2013-11-01",0.0161951641835896
"AAL","2013-12-01",0.027860353190557
"AAL","2014-01-01",0.0233023227110435
"AAL","2014-02-01",0.013696326813229
"AAL","2014-03-01",0.021618913516784
"AAL","2014-04-01",0.024759475559585
"AAL","2014-05-01",0.012656354646029
"AAL","2014-06-01",0.022557402305325
"AAL","2014-07-01",0.0231318395123709
"AAL","2014-08-01",0.0184925687733863
"AAL","2014-09-01",0.0214579118204941
"AAL","2014-10-01",0.0410082924753752
"AAL","2014-11-01",0.021396716223885
"AAL","2014-12-01",0.022732514710701
"AAL","2015-01-01",0.0299741250897219
"AAL","2015-02-01",0.0215535373815581
"AAL","2015-03-01",0.0218892537705186
"AAL","2015-04-01",0.0213133437580395
"AAL","2015-05-01",0.028808388862127
"AAL","2015-06-01",0.0220873225400615
"AAL","2015-07-01",0.0245755994565798
"AAL","2015-08-01",0.0247594214200732
"AAL","2015-09-01",0.0205158071995696
"AAL","2015-10-01",0.0240857569162206
"AAL","2015-11-01",0.00955096960783718
"AAL","2015-12-01",0.0230667617898384
"AAL","2016-01-01",0.0236859446874062
"AAL","2016-02-01",0.0240786405199615
"AAL","2016-03-01",0.0163885641038137
"AAL","2016-04-01",0.0193391219135098
"AAL","2016-05-01",0.0180766178724668
"AAL","2016-06-01",0.0378790960274458
"AAL","2016-07-01",0.0308726195391484
"AAL","2016-08-01",0.0185226645681579
"AAL","2016-09-01",0.0189182926533162
"AAL","2016-10-01",0.0184126699756004
"AAL","2016-11-01",0.0147845251919745
"AAL","2016-12-01",0.0189179509967142
"AAL","2017-01-01",0.0222670814638347
"AAL","2017-02-01",0.0120446625599897
"AAL","2017-03-01",0.0198546737690335
"AAL","2017-04-01",0.0217956525015991
"AAL","2017-05-01",0.0196060858212761
"AAL","2017-06-01",0.0132804894694093
"AAL","2017-07-01",0.0148623382806564
"AAL","2017-08-01",0.0184220798095889
"AAL","2017-09-01",0.0184476195377521
"AAL","2017-10-01",0.021420549038071
"AAL","2017-11-01",0.01261380357906
"AAL","2017-12-01",0.0126512776820661
"AAL","2018-01-01",0.0231400268883198
"AAL","2018-02-01",0.0234706273541782
"AAL","2018-03-01",0.0155720251213858
"AAL","2018-04-01",0.0276401408635398
"AAL","2018-05-01",0.0184146952339286
"AAL","2018-06-01",0.0147142049421778
"AAL","2018-07-01",0.0251242272593555
"AAL","2018-08-01",0.0187735071250619
"AAL","2018-09-01",0.0206686521767327
"AAL","2018-10-01",0.0359524342041661
"AAL","2018-11-01",0.0230513419727627
"AAL","2018-12-01",0.0392833783689695
"AAL","2019-01-01",0.0343766604564815
"AAL","2019-02-01",0.0137152406057116
"AAL","2019-03-01",0.0187478689258521
"AAL","2019-04-01",0.0156148872848319
"AAL","2019-05-01",0.0180957561153619
"AAL","2019-06-01",0.0248558118512664
"AAL","2019-07-01",0.024363034372507
"AAL","2019-08-01",0.0241319625025582
"AAL","2019-09-01",0.0229686586844105
"AAL","2019-10-01",0.0210860872666633
"AAL","2019-11-01",0.0168330118109576
"AAL","2019-12-01",0.0179361164430026
"AAL","2020-01-01",0.0285072977994945
"AAL","2020-02-01",0.041290024497802
"AAL","2020-03-01",0.122691474839736
"AAL","2020-04-01",0.0722285150708162
"AAL","2020-05-01",0.0614377200030384
"AAL","2020-06-01",0.103265426768858
"AAL","2020-07-01",0.0486973247679223
"AAL","2020-08-01",0.0405561930446361
"AAL","2020-09-01",0.0300212963620733
"AAL","2020-10-01",0.0305716343136837
"AAL","2020-11-01",0.049085618274389
"AAL","2020-12-01",0.0320137946860923
"AAL","2021-01-01",0.0356794220176661
"AAL","2021-02-01",0.0340463771420343
"AAL","2021-03-01",0.035476561583607
"AAL","2021-04-01",0.0251116608778947
"AAL","2021-05-01",0.0229759503952125
"AAL","2021-06-01",0.0183386292326265
"AAL","2021-07-01",0.0312811336494842
"AAL","2021-08-01",0.02659921819247
"AAL","2021-09-01",0.0261248112747069
"AAL","2021-10-01",0.0210044906893126
"AAL","2021-11-01",0.0303083560599906
"AAL","2021-12-01",0.0355924698939333
"AAL","2022-01-01",0.0290069104826259
"AAL","2022-02-01",0.0344830380751042
"AAL","2022-03-01",0.0471240990999793
"AAP","2007-02-01",0.0160741153827819
"AAP","2007-03-01",0.015153514650965
"AAP","2007-04-01",0.0110980840535465
"AAP","2007-05-01",0.0117111577840671
"AAP","2007-06-01",0.0148913077977062
"AAP","2007-07-01",0.0140142577792113
"AAP","2007-08-01",0.0320115190068194
"AAP","2007-09-01",0.0178585870318164
"AAP","2007-10-01",0.0184834071546584
"AAP","2007-11-01",0.0193917733445204
"AAP","2007-12-01",0.0132693244564525
"AAP","2008-01-01",0.0308512955185321
"AAP","2008-02-01",0.0226643332810803
"AAP","2008-03-01",0.0224848167208941
"AAP","2008-04-01",0.018130441721759
"AAP","2008-05-01",0.0291280039063273
"AAP","2008-06-01",0.0238485000638805
"AAP","2008-07-01",0.0257425288657967
"AAP","2008-08-01",0.0199801147657743
"AAP","2008-09-01",0.0202582722727536
"AAP","2008-10-01",0.0684953072696377
"AAP","2008-11-01",0.0553199320782176
"AAP","2008-12-01",0.0351473466297364
"AAP","2009-01-01",0.0273802524086414
"AAP","2009-02-01",0.0326031207464822
"AAP","2009-03-01",0.0295781990433918
"AAP","2009-04-01",0.0269968300568321
"AAP","2009-05-01",0.0229306379692915
"AAP","2009-06-01",0.0186048151214538
"AAP","2009-07-01",0.0162683858190112
"AAP","2009-08-01",0.0186158080060428
"AAP","2009-09-01",0.0158267467028807
"AAP","2009-10-01",0.0158887278642926
"AAP","2009-11-01",0.0197931189539507
"AAP","2009-12-01",0.0104864928339131
"AAP","2010-01-01",0.0103180181486171
"AAP","2010-02-01",0.0181040675981046
"AAP","2010-03-01",0.00789860097671377
"AAP","2010-04-01",0.0176277823373756
"AAP","2010-05-01",0.0199719143067997
"AAP","2010-06-01",0.0145069336469668
"AAP","2010-07-01",0.0164435905991597
"AAP","2010-08-01",0.0166190912233927
"AAP","2010-09-01",0.011033556701513
"AAP","2010-10-01",0.0119694414586351
"AAP","2010-11-01",0.0100257854027715
"AAP","2010-12-01",0.00849745449786987
"AAP","2011-01-01",0.01581108771466
"AAP","2011-02-01",0.0153706838730066
"AAP","2011-03-01",0.00892795238889755
"AAP","2011-04-01",0.0110574769951856
"AAP","2011-05-01",0.0276583042402717
"AAP","2011-06-01",0.00996610495124139
"AAP","2011-07-01",0.0144123583438187
"AAP","2011-08-01",0.0273030757511861
"AAP","2011-09-01",0.0138993315290107
"AAP","2011-10-01",0.0184604358139051
"AAP","2011-11-01",0.0152961211130408
"AAP","2011-12-01",0.0119122205782108
"AAP","2012-01-01",0.00946888406571054
"AAP","2012-02-01",0.0186929008750592
"AAP","2012-03-01",0.00752472974788134
"AAP","2012-04-01",0.00942995770908049
"AAP","2012-05-01",0.0447674980059456
"AAP","2012-06-01",0.0193075065021453
"AAP","2012-07-01",0.0166270035256577
"AAP","2012-08-01",0.0149543545171896
"AAP","2012-09-01",0.00998510821696588
"AAP","2012-10-01",0.0144573352703922
"AAP","2012-11-01",0.0330679323527021
"AAP","2012-12-01",0.00819246117820233
"AAP","2013-01-01",0.00886647091199753
"AAP","2013-02-01",0.0171298038519781
"AAP","2013-03-01",0.0094884878031717
"AAP","2013-04-01",0.0142929190568281
"AAP","2013-05-01",0.00902081652674665
"AAP","2013-06-01",0.0123770068157978
"AAP","2013-07-01",0.00773501057764644
"AAP","2013-08-01",0.011918997318214
"AAP","2013-09-01",0.00833810315050992
"AAP","2013-10-01",0.0333292460677615
"AAP","2013-11-01",0.0110471969714272
"AAP","2013-12-01",0.0159361714887389
"AAP","2014-01-01",0.0126557877488496
"AAP","2014-02-01",0.029889392428697
"AAP","2014-03-01",0.00864294110536563
"AAP","2014-04-01",0.0152747764667568
"AAP","2014-05-01",0.0109780450697372
"AAP","2014-06-01",0.0103217826835242
"AAP","2014-07-01",0.0127719680137876
"AAP","2014-08-01",0.0172720767822064
"AAP","2014-09-01",0.00879300461037801
"AAP","2014-10-01",0.0138456421940285
"AAP","2014-11-01",0.0111893309533641
"AAP","2014-12-01",0.0114104227229751
"AAP","2015-01-01",0.0144542258572222
"AAP","2015-02-01",0.0192718844369803
"AAP","2015-03-01",0.0119222907609218
"AAP","2015-04-01",0.0146996600155688
"AAP","2015-05-01",0.0150180845597415
"AAP","2015-06-01",0.0104071126421047
"AAP","2015-07-01",0.0112059854104929
"AAP","2015-08-01",0.0236326434855718
"AAP","2015-09-01",0.0258279776569165
"AAP","2015-10-01",0.00919565624113628
"AAP","2015-11-01",0.0372697742793666
"AAP","2015-12-01",0.0217852766591209
"AAP","2016-01-01",0.019057060352799
"AAP","2016-02-01",0.0175158276280981
"AAP","2016-03-01",0.0126099567207118
"AAP","2016-04-01",0.0109895157386026
"AAP","2016-05-01",0.0191545850027236
"AAP","2016-06-01",0.0113027521429415
"AAP","2016-07-01",0.0115622572882003
"AAP","2016-08-01",0.0125856441946451
"AAP","2016-09-01",0.0133786508467793
"AAP","2016-10-01",0.0114027025957171
"AAP","2016-11-01",0.0328408644556519
"AAP","2016-12-01",0.00968526876595495
"AAP","2017-01-01",0.00937772843135005
"AAP","2017-02-01",0.0110384359340427
"AAP","2017-03-01",0.00769052594573237
"AAP","2017-04-01",0.0107940974310052
"AAP","2017-05-01",0.0194053211630842
"AAP","2017-06-01",0.0201022562177153
"AAP","2017-07-01",0.0308431452846339
"AAP","2017-08-01",0.0507179110606483
"AAP","2017-09-01",0.0167782092078638
"AAP","2017-10-01",0.0182490357835944
"AAP","2017-11-01",0.0392143260915668
"AAP","2017-12-01",0.020864801940917
"AAP","2018-01-01",0.0198169356762498
"AAP","2018-02-01",0.031465012733158
"AAP","2018-03-01",0.0164802102683208
"AAP","2018-04-01",0.0242381086593357
"AAP","2018-05-01",0.0187709408764402
"AAP","2018-06-01",0.00938075367014495
"AAP","2018-07-01",0.012419587631585
"AAP","2018-08-01",0.0175173229261763
"AAP","2018-09-01",0.011519834460294
"AAP","2018-10-01",0.0192186345532952
"AAP","2018-11-01",0.0267837308675309
"AAP","2018-12-01",0.0175987080398923
"AAP","2019-01-01",0.0203765903045625
"AAP","2019-02-01",0.0194876098280116
"AAP","2019-03-01",0.0165626504657159
"AAP","2019-04-01",0.0130387899570752
"AAP","2019-05-01",0.0171520354974693
"AAP","2019-06-01",0.0114648331054898
"AAP","2019-07-01",0.0167066639391746
"AAP","2019-08-01",0.0135309533493624
"AAP","2019-09-01",0.0182170504930747
"AAP","2019-10-01",0.0126297006693894
"AAP","2019-11-01",0.0217984952550593
"AAP","2019-12-01",0.0132347755912211
"AAP","2020-01-01",0.0169984883115304
"AAP","2020-02-01",0.020611473174921
"AAP","2020-03-01",0.0719617733646413
"AAP","2020-04-01",0.0388437694754717
"AAP","2020-05-01",0.0254111908942889
"AAP","2020-06-01",0.0252337040151541
"AAP","2020-07-01",0.0153734031293721
"AAP","2020-08-01",0.0106482861341305
"AAP","2020-09-01",0.0153511008777298
"AAP","2020-10-01",0.010925522337997
"AAP","2020-11-01",0.0160947777160097
"AAP","2020-12-01",0.0135727802152969
"AAP","2021-01-01",0.0264014955510691
"AAP","2021-02-01",0.0204378463265701
"AAP","2021-03-01",0.0166072902793311
"AAP","2021-04-01",0.0117127046348491
"AAP","2021-05-01",0.0136678120541275
"AAP","2021-06-01",0.0126122646446953
"AAP","2021-07-01",0.0125520076580585
"AAP","2021-08-01",0.0148497874808978
"AAP","2021-09-01",0.0138546324786597
"AAP","2021-10-01",0.0135241376512612
"AAP","2021-11-01",0.0144815866071984
"AAP","2021-12-01",0.0170094253895504
"AAP","2022-01-01",0.0155329126475601
"AAP","2022-02-01",0.0222035503252631
"AAP","2022-03-01",0.0177080882620831
"AAPL","2007-02-01",0.0191127598070689
"AAPL","2007-03-01",0.014688723595214
"AAPL","2007-04-01",0.013999325930123
"AAPL","2007-05-01",0.0137186586490575
"AAPL","2007-06-01",0.0180958848548887
"AAPL","2007-07-01",0.0307245472779375
"AAPL","2007-08-01",0.0303781849318431
"AAPL","2007-09-01",0.02221402392438
"AAPL","2007-10-01",0.0203413103126188
"AAPL","2007-11-01",0.0367257152418348
"AAPL","2007-12-01",0.0183441237886222
"AAPL","2008-01-01",0.0372485918305994
"AAPL","2008-02-01",0.0283288811663178
"AAPL","2008-03-01",0.0265504886945283
"AAPL","2008-04-01",0.0252993243324625
"AAPL","2008-05-01",0.0191310963466791
"AAPL","2008-06-01",0.0223547675547277
"AAPL","2008-07-01",0.0267052765164626
"AAPL","2008-08-01",0.0193608092114607
"AAPL","2008-09-01",0.0559728093303212
"AAPL","2008-10-01",0.0586950738751454
"AAPL","2008-11-01",0.0485533264765812
"AAPL","2008-12-01",0.0319234068455232
"AAPL","2009-01-01",0.0331822294745385
"AAPL","2009-02-01",0.0275659047444231
"AAPL","2009-03-01",0.0291721547970113
"AAPL","2009-04-01",0.0189688702563162
"AAPL","2009-05-01",0.0251096424395312
"AAPL","2009-06-01",0.0149110948776821
"AAPL","2009-07-01",0.0151841858498592
"AAPL","2009-08-01",0.0151759967786617
"AAPL","2009-09-01",0.0124805827842198
"AAPL","2009-10-01",0.0196349146129724
"AAPL","2009-11-01",0.0139707835006934
"AAPL","2009-12-01",0.0160718573365747
"AAPL","2010-01-01",0.0228941742769896
"AAPL","2010-02-01",0.0139461270468827
"AAPL","2010-03-01",0.0114011421619161
"AAPL","2010-04-01",0.0181701891668732
"AAPL","2010-05-01",0.0281127427771004
"AAPL","2010-06-01",0.0190328075094738
"AAPL","2010-07-01",0.0145578260834929
"AAPL","2010-08-01",0.0125970492593509
"AAPL","2010-09-01",0.0123661984530446
"AAPL","2010-10-01",0.014930299857096
"AAPL","2010-11-01",0.0140799208423251
"AAPL","2010-12-01",0.00545519658969933
"AAPL","2011-01-01",0.0140505720955587
"AAPL","2011-02-01",0.0133544451518673
"AAPL","2011-03-01",0.015869424312758
"AAPL","2011-04-01",0.0113064484384477
"AAPL","2011-05-01",0.0114807104680192
"AAPL","2011-06-01",0.0141636973192618
"AAPL","2011-07-01",0.0131281503248447
"AAPL","2011-08-01",0.0267425313558621
"AAPL","2011-09-01",0.0143369260649766
"AAPL","2011-10-01",0.0224492312542011
"AAPL","2011-11-01",0.0178972926933546
"AAPL","2011-12-01",0.0109610365009561
"AAPL","2012-01-01",0.0156108396966468
"AAPL","2012-02-01",0.0117397474108349
"AAPL","2012-03-01",0.0147244508351493
"AAPL","2012-04-01",0.0295040796609522
"AAPL","2012-05-01",0.0176139372242857
"AAPL","2012-06-01",0.0130871581003796
"AAPL","2012-07-01",0.0150924637333317
"AAPL","2012-08-01",0.0104578246098298
"AAPL","2012-09-01",0.0144755321417734
"AAPL","2012-10-01",0.0178775642526321
"AAPL","2012-11-01",0.0238573638880376
"AAPL","2012-12-01",0.0235997500717203
"AAPL","2013-01-01",0.0342118993798018
"AAPL","2013-02-01",0.0160775059732549
"AAPL","2013-03-01",0.0168308598734057
"AAPL","2013-04-01",0.0208818624298596
"AAPL","2013-05-01",0.0139825474202772
"AAPL","2013-06-01",0.00949481362100331
"AAPL","2013-07-01",0.0150151855167692
"AAPL","2013-08-01",0.0153771680750304
"AAPL","2013-09-01",0.0219775878716428
"AAPL","2013-10-01",0.0114484986226355
"AAPL","2013-11-01",0.0111629747047407
"AAPL","2013-12-01",0.0127471827931845
"AAPL","2014-01-01",0.0214589399282249
"AAPL","2014-02-01",0.0107551050317817
"AAPL","2014-03-01",0.00668468893024725
"AAPL","2014-04-01",0.020427630729564
"AAPL","2014-05-01",0.00868527577948919
"AAPL","2014-06-01",0.00876369679878867
"AAPL","2014-07-01",0.0118922152273321
"AAPL","2014-08-01",0.00638199091689604
"AAPL","2014-09-01",0.0168633666315871
"AAPL","2014-10-01",0.0118606382761559
"AAPL","2014-11-01",0.00835000951159057
"AAPL","2014-12-01",0.0155177024021625
"AAPL","2015-01-01",0.0231554472995954
"AAPL","2015-02-01",0.0124316464228357
"AAPL","2015-03-01",0.013492891032038
"AAPL","2015-04-01",0.0121096330837005
"AAPL","2015-05-01",0.0135202180628514
"AAPL","2015-06-01",0.00698231009466207
"AAPL","2015-07-01",0.0153665402830059
"AAPL","2015-08-01",0.0269317357113063
"AAPL","2015-09-01",0.0204212799922921
"AAPL","2015-10-01",0.0158021737633289
"AAPL","2015-11-01",0.0144106657683639
"AAPL","2015-12-01",0.0149065527686919
"AAPL","2016-01-01",0.0269314168157156
"AAPL","2016-02-01",0.0142970448896404
"AAPL","2016-03-01",0.011743728194617
"AAPL","2016-04-01",0.0177655100523096
"AAPL","2016-05-01",0.0127499600771079
"AAPL","2016-06-01",0.0113187362692265
"AAPL","2016-07-01",0.0155830813243312
"AAPL","2016-08-01",0.00791363435298965
"AAPL","2016-09-01",0.0161493963201241
"AAPL","2016-10-01",0.00789574695113374
"AAPL","2016-11-01",0.0130708047433212
"AAPL","2016-12-01",0.00726111145160281
"AAPL","2017-01-01",0.00508377496099608
"AAPL","2017-02-01",0.0131917066348276
"AAPL","2017-03-01",0.00775222498641012
"AAPL","2017-04-01",0.00574654766128167
"AAPL","2017-05-01",0.0118266434847704
"AAPL","2017-06-01",0.0140631558640073
"AAPL","2017-07-01",0.0077263812866536
"AAPL","2017-08-01",0.0147581857014346
"AAPL","2017-09-01",0.0100952435073507
"AAPL","2017-10-01",0.0114331114438789
"AAPL","2017-11-01",0.0116235202440842
"AAPL","2017-12-01",0.00925101659266309
"AAPL","2018-01-01",0.00990678553553109
"AAPL","2018-02-01",0.0221095082043962
